PS No & Name,Address,Constituency Number
1 - Shripalwan,Z.P. Shala Shripalavan Room No 1 Form East Side,258
2 - Mograle,Z.P. Shala Mogarale Room No.1 From West Side,258
3 - Shinganapur,Z.P. Shala Shinganapu East Side Room No.1,258
4 - Shinganapur,Z.P. Shala Shinganapur (thombarevadi) Room No 2 Form South Side,258
5 - Shinganapur,Z.P. Shala Shinganapur (thombarevadi ) Room No 1 Form West Side,258
6 - Hastanpur,Z.P. Shala Hastanpur,258
7 - Pachawad,Z.P. Shala Pachavad,258
8 - Pachawad,Anganwadi no 3,258
9 - Tondale,Z.P. Shala Tondale east Side Room No.1,258
10 - Khandyachiwadi,Z.P. Shala Khandayachivadi Room No 3 Form West Side,258
11 - Ghodyachi wadi,Z.P. Shala Ghodayachivadi Room No 1 On East Side,258
12 - Kalaskarwadi,Z.P. Shala Kalasakaravadi Room No 2 Form East Side,258
13 - Khokade,Z.P. Shala Khokade Room No 1 Form North Side,258
14 - Kulkjai,Z.P. Shala Kulakajai Room No 3 Form West Side,258
15 - Kulkjai,Z.P. Shala Kulakajai Room No 1 Form East Side,258
16 - Gade wadi,Z.P. Shala Gadevadi Room No 1 Form East Side,258
17 - Jadhavwadi,Z.P. Shala Jadhavwadi Room No 2 Form East Side,258
18 - Yelewadi,Z.P. Shala Yelevadi Room No 1 Form East Side,258
19 - Bijwadi,Z.P. Shala Bijavadi Room NO 1 From West Side,258
20 - Bijwadi,Z.P. Shala Bijavadi Room No 1 Form East Side,258
21 - Rajwadi,Z.P. Shala Rajavadi,258
22 - Rajwadi,Z.P Shala School Rajwadi,258
23 - Anbhulewadi,Z.P. Shala Anabhulevadi South Side Room No.3,258
24 - Thadale,Z.P. Shala Thadale,258
25 - Mohi,Z.P. Shala Mohi Room No 1 On East Side,258
26 - Mohi,Z.P. Shala Mohi Room No 2 On Westt Side,258
27 - Khutbav,Z.P. Shala Khutabav westfacing Northside Room No 1,258
28 - Khutbav,Z.P. Shala Khutabav westfacing Northside Room No 3,258
29 - Dangirewadi (Mohi),Z.P. Shala Dangirevadi (mohi),258
30 - Dangirewadi (Thadale),Z.P. Shala Dangirevadi (thadale ),258
31 - Danwalewadi,Z.P. Shala Danavalevadi Room No 1 On East Side,258
32 - Vavarhire,Z.P. Shala Vavarahire Room No 1 From South Side,258
33 - Vavarhire,Z.P. Shala Vavarahire Room No 2 From South Side,258
34 - Vavarhire,Z.P. Shala Vavarahire Room No 3 From West Side,258
35 - Ballalwadi,Z.P. Shala Ballalavadi Room No 1 From West Side,258
36 - Pangari,Z.P. Shala Pangari,258
37 - Pangari,Z.P. Shala Pangari,258
38 - Paratwadi,Z.P. Shala Paratavadi Room No 1 On West Side,258
39 - Takewadi,Z.P. Shala Takevadi Room No 1 From North Side (Westerly),258
40 - Takewadi,Z.P. Shala Takevadi Room No 1 From North Side (Easterly),258
41 - Parkandi,Z.P. Shala Parakandi Room No 1 From West Side (Southerly),258
42 - Shindi Khu,Z.P. Shala Shindi Khurd Room No 3 From East Side,258
43 - Bothe,Z.P. Shala Bothe Room No 1 On East Side,258
44 - Bhandwali,Z. P. School Bhandavali room no.2 New building,258
45 - Shirvali,Z.P. Shala Shiravali Room No 2 On East Side,258
46 - Satrewadi,Z P School Satrewadi Room No 1 On West Side,258
47 - Satrewadi (Navalewadi),Z.P. Shala Satrevadi (navalevadi) Room No 1 On East Side,258
48 - Malvadi,Z.P. Shala Malavadi Room No 1 On East Side,258
49 - Malvadi,Z.P. Shala Malavadi Room No 1 On West Side,258
50 - Aandhali,Z.P. Shala Andhali,258
51 - Aandhali,Z.P. Shala Andhali,258
52 - Aandhali,Z.P. Shala Andhali,258
53 - Kasarwadi,Z.P. Shala Kasaravadi Room No 3 Southerly,258
54 - Bodake,Z.P. Shala Bodke Room No 1 Northerly,258
55 - Vadgaon,Z.P. Shala Vadagaon Room No 1 On East Side,258
56 - Vadgaon,Z.P. Primary School Vadgaon Room No 1 On West Side,258
57 - Sokasan,Z.P. School Sokasan,258
58 - Sokasan,Z.P. School Sokasan north-facing Room no 3,258
59 - Mardi,Z.P. Shala Mardi Room No 2 From West Side,258
60 - Mardi,Z.P. Shala Mardi Room No 3 From West Side,258
61 - Mardi,Z.P. Shala Mardi Room No 3 From East Side,258
62 - Mardi,Z.P. Shala Mardi Room No 1 From East Side,258
63 - Bhalvadi,Z.P. Shala Bhalavadi Room No 1 From East Side,258
64 - Bhalvadi,Z.P. Shala Bhalavadi Room No 2 Easterly Building,258
65 - Injbav,Z.P. Shala Injabav Room No 1 On East Side,258
66 - Injbav,Z.P. Shala Injabav Room No 1 On West Side,258
67 - Sambhukhed,Z. P. Shala Sambhukhed Room No.2 From East Side,258
68 - Hawaldarwadi,Z. P. Shala Havaldarvadi Westerly Room No.1,258
69 - Paryanti,Z.P. Shala Paryanti Room No 2 On East Side,258
70 - Karkhel,Z.P. Shala Karakhel Room No 1 Northerly,258
71 - Dhuldev,z. P. School Dhuladev Room No.2 On West Side (Southerly),258
72 - Dhuldev,Z. P. School Dhuladev Room No.1 On East Side (Southerly),258
73 - Bhatki,Z.P. Shala Bhatki Room No 1 From West Side (Northerly),258
74 - Khadaki,Z. P School Khadaki Lonar North Face side Room No 1,258
75 - Khadaki,Z. P School Khadaki Patole North Face side Room No 2,258
76 - Var-Mhaswad,Z.P. Shala Varakute Mhasavad Room No 3 On East Side,258
77 - Var-Mhaswad,Z.P. Primary School No 1 var mhaswad (Room No3 East Side),258
78 - Var-Mhaswad,Z.P. Shala Varakute Mhasavad Room NO 6 Easterly Building,258
79 - Var-Mhaswad(vaki),Z.P. Shala Vaki (varakute Mhasavad) Room No 1,258
80 - Ranjani,Z.P. Shala Ranjani Westfacing South Side Room No 1,258
81 - Ranjani,Z.P. Shala Ranjani Westfacing South Side Room No 3,258
82 - Ranand,G P Shala Ranand Area Anganwadi Room No.1,258
83 - Ranand,Z.P. Shala Ranand Room No 4 On East Side,258
84 - Ranand,Z.P. Shala Ranand Room No 1 On East Side,258
85 - Shevari,Z.P. Shala Shevari Room No 2 From East Side,258
86 - Shevari,Z.P. Shala Shevari Room No 1 From West Side,258
87 - Dahiwadi,Z.P. Shala Dahivadi Room No 1 On East Side (Westerly),258
88 - Dahiwadi,Z.P. Shala Dahivadi Room No 3 From west Side On Back Side Building,258
89 - Dahiwadi,Z.P. Shala Dahivadi Room No 1 From west Side On Back Side Building,258
